 ,Polylines,X,Y
87,1,202.486,187.149
88,1,201.484,187.036
89,1,200.465,187.056
90,1,199.458,187.274
91,1,198.535,187.617
92,1,197.626,187.964
93,2,428.469,155.717
94,2,427.501,155.498
95,2,426.672,155.120
96,2,426.271,154.820
97,2,425.635,154.319
98,2,425.179,153.811
99,2,424.655,153.333
100,2,424.166,152.793
101,2,423.737,152.287
102,2,423.269,151.666
103,2,422.942,151.164
104,2,422.546,150.473
105,2,422.132,149.674
106,2,421.910,149.262
107,2,421.511,148.494
108,2,421.074,147.730
109,2,420.902,147.304
110,2,420.502,146.499
111,2,420.098,145.695
112,2,419.933,145.279
113,2,419.492,144.505
114,2,419.065,143.861
115,2,418.708,143.354
116,2,418.232,142.708
117,2,417.901,142.218
118,2,417.407,141.570
119,2,417.056,141.023
120,2,416.499,140.501
121,2,415.985,139.939
122,2,415.443,139.571
123,2,414.814,139.069
124,2,414.337,138.687
125,2,413.768,138.184
126,2,413.302,137.681
127,2,412.840,137.175
128,2,412.394,136.583
129,2,411.959,136.076
130,2,411.530,135.476
131,2,411.090,134.747
132,2,410.492,134.508
133,2,410.010,133.873
134,3,48.502,426.559
135,3,47.517,426.588
136,3,46.578,426.789
137,3,45.381,427.110
138,3,44.474,427.433
139,3,43.628,427.757
140,3,42.421,428.338
141,3,41.610,428.743
142,3,40.401,429.231
143,3,39.501,429.506
144,3,38.528,429.690
145,3,37.539,429.821
146,3,36.422,429.919
147,3,35.456,430.092
148,3,34.494,430.250
149,3,33.514,430.315
150,3,32.527,430.266
151,3,31.530,430.178
152,3,30.506,430.127
153,3,29.476,430.173
154,3,28.476,430.262
155,3,27.485,430.310
156,3,26.381,430.064
157,3,25.405,429.840
158,3,24.487,429.540
159,3,23.622,429.200
160,3,22.428,428.731
161,3,21.522,428.438
162,3,20.386,428.040
163,3,19.439,427.757
164,3,18.496,427.516
165,3,17.538,427.306
166,3,16.555,427.129
167,3,15.465,427.057
168,3,14.482,426.979
169,3,13.503,426.945
170,3,12.471,426.902
171,3,11.442,427.018
172,3,10.445,427.193
173,3,9.477,427.394
174,3,8.524,427.606
175,3,7.570,427.827
176,3,6.600,428.055
177,3,5.451,428.201
178,3,4.478,428.318
179,3,3.490,428.378
180,3,2.495,428.389
181,3,1.497,428.370
182,4,96.483,16.692
183,4,97.481,16.691
184,4,98.441,16.802
185,4,99.363,17.033
186,4,100.537,17.390
187,4,101.425,17.716
188,4,102.356,18.044
189,4,103.447,18.626
190,4,103.799,19.117
191,4,104.482,19.525
192,4,105.116,20.081
193,4,105.280,20.696
194,4,105.689,21.363
195,4,106.125,21.846
196,4,106.662,22.307
197,4,107.371,22.743
198,4,108.582,23.082
199,4,109.528,23.250
200,4,110.509,23.354
201,4,111.503,23.419
202,4,112.500,23.453
203,4,113.491,23.400
204,4,114.458,23.225
205,4,115.457,23.028
206,4,116.522,22.925
207,4,117.592,22.934
208,5,409.654,453.722
209,5,408.842,453.887
210,5,408.549,454.607
211,5,407.665,454.757
212,5,406.908,454.941
213,5,406.496,455.492
214,5,405.368,456.065
215,5,404.476,456.420
216,5,403.548,456.688
217,5,402.495,456.992
218,5,401.479,457.094
219,5,400.473,457.201
220,5,399.487,457.293
221,5,398.502,457.320
222,5,397.521,457.274
223,5,396.565,457.151
224,5,395.396,456.942
225,5,394.453,456.667
226,5,393.532,456.394
227,5,392.320,456.086
228,5,391.428,455.795
229,5,390.485,455.593
230,5,389.504,455.461
231,5,388.508,455.379
232,5,387.513,455.313
233,5,386.519,455.239
234,5,385.518,455.163
235,5,384.505,455.117
236,5,383.495,455.102
237,5,382.503,455.082
238,5,381.513,455.051
239,5,380.510,455.036
240,5,379.491,455.058
241,5,378.477,455.124
242,5,377.481,455.206
243,5,376.490,455.270
244,5,375.498,455.307
245,5,374.504,455.315
246,5,373.511,455.287
247,5,372.516,455.229
248,5,371.508,455.169
249,5,370.488,455.158
250,5,369.475,455.210
251,5,368.476,455.321
252,5,367.496,455.479
253,5,366.532,455.664
254,5,365.559,455.851
255,5,364.563,456.014
256,5,363.462,456.083
257,5,362.472,456.189
258,5,361.482,456.282
259,5,360.491,456.342
260,5,359.495,456.377
261,5,358.496,456.411
262,5,357.498,456.445
263,5,356.499,456.462
264,5,355.500,456.454
265,5,354.501,456.432
266,5,353.503,456.400
267,5,352.504,456.366
268,5,351.502,456.344
269,5,350.496,456.355
270,5,349.495,456.400
271,5,348.497,456.462
272,5,347.506,456.551
273,5,346.533,456.696
274,5,345.558,456.880
275,5,344.540,457.029
276,5,343.460,457.351
277,5,342.536,457.626
278,5,341.654,458.001
279,5,340.477,458.434
280,5,339.521,458.602
281,5,338.502,458.612
282,5,337.505,458.466
283,5,336.551,458.255
284,5,335.607,457.999
285,5,334.434,457.750
286,5,333.510,457.472
287,5,332.692,457.080
288,5,332.286,456.812
289,5,331.543,456.422
290,5,331.115,455.904
291,5,330.343,455.769
292,5,329.464,455.588
293,5,328.508,455.466
294,5,327.499,455.514
295,5,326.505,455.646
296,5,325.518,455.816
297,5,324.512,456.024
298,5,323.514,456.541
299,6,385.530,264.093
300,6,384.550,264.132
301,6,383.512,264.080
302,6,382.475,264.007
303,6,381.458,263.893
304,6,380.463,263.746
305,6,379.485,263.589
306,6,378.510,263.437
307,6,377.534,263.267
308,6,376.569,263.043
309,6,375.452,262.668
310,6,374.514,262.441
311,6,373.551,262.234
312,6,372.577,262.018
313,6,371.592,261.318
314,6,371.289,260.731
315,6,370.781,260.204
316,6,370.609,259.428
317,6,369.997,259.025
318,6,369.956,258.177
319,6,368.841,258.047
320,6,367.511,257.478
321,6,366.624,257.196
322,6,365.565,257.103
323,6,364.493,257.259
324,6,363.487,257.307
325,7,320.842,80.188
326,7,319.786,79.121
327,7,318.812,79.007
328,7,318.412,78.985
329,7,317.518,78.454
330,7,316.681,78.118
331,7,316.291,78.047
332,7,315.496,77.508
333,7,314.752,77.047
334,7,313.563,76.387
335,7,312.799,75.962
336,7,312.490,74.419
337,8,351.553,475.143
338,8,350.556,475.000
339,8,349.416,474.812
340,8,348.524,474.443
341,8,347.833,473.922
342,8,347.648,473.368
343,8,347.182,472.836
344,8,346.689,472.313
345,8,346.309,471.925
346,8,345.500,471.499
347,8,344.680,471.092
348,8,344.305,471.006
349,8,343.430,470.719
350,8,342.486,470.580
351,8,341.499,470.509
352,8,340.517,470.375
353,8,339.600,470.116
354,8,338.422,469.668
355,8,337.602,469.271
356,8,337.338,468.686
357,8,336.510,468.482
358,8,336.359,467.635
359,8,335.427,467.605
360,9,293.430,415.068
361,9,292.467,415.315
362,9,291.501,415.503
363,9,290.537,415.693
364,9,289.567,415.883
365,9,288.471,416.029
366,9,287.480,416.127
367,9,286.472,416.226
368,9,285.479,416.365
369,9,284.504,416.527
370,9,283.525,416.680
371,9,282.532,416.812
372,9,281.533,416.937
373,9,280.529,417.062
374,9,279.481,417.080
375,9,278.512,417.078
376,9,277.546,417.002
377,9,276.431,416.868
378,9,275.469,416.662
379,9,274.503,416.481
380,9,273.523,416.344
381,9,272.562,416.198
382,9,271.635,415.980
383,9,270.445,415.714
384,9,269.512,415.456
385,9,268.586,415.184
386,9,267.587,414.930
387,9,266.464,414.638
388,9,265.490,414.559
389,9,264.498,414.520
390,9,263.497,414.553
391,10,77.884,52.276
392,10,77.833,51.372
393,10,77.671,50.444
394,10,77.392,49.535
395,10,77.097,48.613
396,10,76.790,47.462
397,10,76.598,46.484
398,10,76.432,45.522
399,10,76.126,44.622
400,10,75.696,43.420
401,10,75.631,42.470
402,10,75.651,41.478
403,10,75.720,40.477
404,11,348.695,56.009
405,11,347.541,55.412
406,11,346.503,55.468
407,11,345.389,56.094
408,11,344.466,56.389
409,11,343.527,56.618
410,11,342.511,56.711
411,11,341.493,56.543
412,11,340.537,56.311
413,11,339.553,56.101
414,11,338.505,55.909
415,12,429.557,483.081
416,12,428.496,483.086
417,12,427.465,482.992
418,12,426.462,482.874
419,12,425.465,482.745
420,12,424.484,482.583
421,12,423.525,482.386
422,12,422.590,482.158
423,12,421.413,481.889
424,12,420.466,481.648
425,12,419.518,481.425
426,12,418.563,481.199
427,12,417.582,480.971
428,12,416.439,480.766
429,12,415.482,480.583
430,12,414.527,480.375
431,12,413.587,480.113
432,12,412.426,479.684
433,12,411.586,479.307
434,12,411.132,479.040
435,12,410.478,478.530
436,12,409.812,478.016
437,12,409.508,477.493
438,12,408.955,476.945
439,12,408.776,476.305
440,12,408.413,475.550
441,12,407.962,474.792
442,12,407.595,474.433
443,12,407.131,473.746
444,12,406.741,473.310
445,12,406.311,472.622
446,12,405.675,471.412
447,12,405.298,470.592
448,12,404.926,469.694
449,12,404.497,468.501
450,12,404.330,467.540
451,12,404.272,466.523
452,13,139.423,245.927
453,13,138.452,245.692
454,13,137.524,245.430
455,13,136.699,245.085
456,13,136.293,244.971
457,13,135.486,244.524
458,13,134.790,244.040
459,13,134.304,243.769
460,13,133.643,243.290
461,13,133.152,242.874
462,13,132.562,242.422
463,13,132.057,241.902
464,13,131.536,241.460
465,13,131.029,240.879
466,13,130.543,240.456
467,13,129.978,239.941
468,13,129.539,239.460
469,13,128.560,238.453
470,13,127.792,237.411
471,14,240.497,237.396
472,14,239.501,237.428
473,14,238.541,237.305
474,14,237.751,236.971
475,14,237.408,236.641
476,14,236.815,236.121
477,14,236.427,235.574
478,14,235.875,235.107
479,14,235.390,234.630
480,14,234.809,234.149
481,14,234.303,233.742
482,14,233.781,233.221
483,14,233.293,232.680
484,14,232.889,232.178
485,14,232.397,231.589
486,14,232.002,231.118
487,14,231.482,230.516
488,14,230.542,229.463
489,14,229.925,229.005
490,14,229.595,228.413
491,14,229.016,227.882
492,14,228.625,227.378
493,14,228.102,226.796
494,14,227.675,226.330
495,14,227.232,225.683
496,14,226.676,225.298
497,14,226.247,224.699
498,14,225.442,224.609
499,14,224.490,224.543
500,15,136.522,326.438
501,15,135.567,326.082
502,15,134.517,326.019
503,15,133.490,326.069
504,15,132.477,326.141
505,15,131.477,326.222
506,15,130.486,326.295
507,15,129.493,326.349
508,15,128.495,326.394
509,15,127.497,326.453
510,15,126.505,326.543
511,15,125.529,326.678
512,15,124.565,326.857
513,15,123.415,327.030
514,15,122.454,327.201
515,15,121.479,327.341
516,15,120.496,327.455
517,15,119.501,327.528
518,15,118.500,327.546
519,15,117.500,327.542
520,15,116.501,327.555
521,15,115.507,327.605
522,15,114.519,327.694
523,15,113.526,327.789
524,15,112.519,327.852
525,15,111.502,327.860
526,15,110.483,327.815
527,15,109.475,327.717
528,15,108.489,327.579
529,15,107.508,327.440
530,15,106.516,327.329
531,15,105.516,327.252
532,15,104.521,327.186
533,15,103.534,327.105
534,15,102.553,326.990
535,15,101.444,326.894
536,15,100.470,326.765
537,15,99.486,326.663
538,15,98.494,326.587
539,15,97.499,326.514
540,15,96.514,326.394
541,15,95.585,326.159
542,15,94.418,325.677
543,15,93.619,325.269
544,15,92.420,324.649
545,15,91.619,324.249
546,15,91.209,323.853
547,15,90.560,323.417
548,15,89.824,322.913
549,15,89.694,322.312
550,15,89.578,321.460
551,16,345.735,180.096
552,16,346.583,179.609
553,16,346.936,179.106
554,16,347.269,178.392
555,16,347.422,177.479
556,16,347.485,176.498
557,16,347.428,175.502
558,16,347.241,174.545
559,16,347.002,173.605
560,16,346.777,172.488
561,16,346.740,171.504
562,16,346.803,170.504
563,16,347.029,169.508
564,17,391.466,445.907
565,17,390.478,445.750
566,17,389.486,445.638
567,17,388.497,445.527
568,17,387.515,445.394
569,17,386.547,445.219
570,17,385.595,444.994
571,17,384.439,444.755
572,17,383.490,444.547
573,17,382.531,444.355
574,17,381.600,444.145
575,17,380.399,443.696
576,17,379.642,443.264
577,17,379.129,442.936
578,17,378.588,442.398
579,17,378.027,442.005
580,17,377.520,441.475
581,17,376.850,440.990
582,17,376.381,440.673
583,17,375.638,440.244
584,17,375.078,439.970
585,17,374.452,439.586
586,17,373.614,439.240
587,17,373.305,438.676
588,17,372.607,438.357
589,17,371.863,437.998
590,17,370.881,436.978
591,17,370.405,436.630
592,17,369.753,436.154
593,17,369.277,435.806
594,17,368.625,435.329
595,17,368.148,434.981
596,17,367.407,434.264
597,18,108.501,377.372
598,18,107.493,377.391
599,18,106.536,377.657
600,18,105.699,378.091
601,18,104.464,378.110
602,18,103.480,378.234
603,18,102.498,378.311
604,18,101.537,378.239
605,18,100.675,377.948
606,18,99.607,377.327
607,18,98.437,376.625
608,18,97.625,376.229
609,18,96.399,375.738
610,18,95.546,375.386
611,18,94.674,375.006
612,18,93.502,374.495
613,18,92.650,374.122
614,18,91.441,373.669
615,18,90.544,373.369
616,18,89.664,373.081
617,18,88.446,372.618
618,18,87.599,372.246
619,18,86.401,371.860
620,18,85.478,371.624
621,18,84.507,371.457
622,18,83.529,371.317
623,18,82.551,371.177
624,18,81.586,371.025
625,18,80.426,370.858
626,18,79.470,370.604
627,18,78.560,370.320
628,18,77.698,370.002
629,18,76.467,369.587
630,18,75.603,369.261
631,18,74.405,368.802
632,18,73.501,368.496
633,18,72.598,368.194
634,18,71.396,367.837
635,18,70.482,367.563
636,18,69.546,367.316
637,18,68.600,367.048
638,18,67.433,366.698
639,18,66.516,366.446
640,18,65.604,366.123
641,18,64.610,365.313
642,18,64.145,364.999
643,18,63.503,364.497
644,18,62.942,363.983
645,18,62.395,363.648
646,18,61.753,363.174
647,18,61.295,362.839
648,18,60.576,362.371
649,18,59.415,361.732
650,18,58.522,361.415
651,18,57.566,361.186
652,18,56.601,360.996
653,18,55.465,360.848
654,18,54.480,360.721
655,18,53.488,360.621
656,18,52.500,360.499
657,18,51.535,360.314
658,18,50.558,360.101
659,18,49.512,359.971
660,18,48.465,359.686
661,18,47.482,359.647
662,18,46.494,359.566
663,18,45.501,359.483
664,18,44.515,359.383
665,18,43.572,359.177
666,18,42.390,358.829
667,18,41.488,358.541
668,18,40.570,358.277
669,18,39.689,358.061
670,18,39.393,357.893
671,18,38.462,357.592
672,18,37.623,357.244
673,18,36.416,356.764
674,18,35.513,356.461
675,18,34.616,356.154
676,18,33.431,355.810
677,18,32.488,355.606
678,18,31.500,355.523
679,18,30.501,355.532
680,18,29.509,355.601
681,18,28.522,355.709
682,18,27.535,355.839
683,18,26.533,355.968
684,18,25.463,355.985
685,18,24.510,355.947
686,18,23.497,355.947
687,18,22.523,355.855
688,18,21.542,355.846
689,18,20.542,355.935
690,18,19.489,355.911
691,18,18.447,355.909
692,18,17.449,355.823
693,18,16.462,355.711
694,18,15.493,355.533
695,18,14.544,355.292
696,18,13.611,354.936
697,19,159.485,507.179
698,19,158.469,507.287
699,19,157.517,507.569
700,19,156.588,507.882
701,19,155.536,508.023
702,19,154.457,508.083
703,19,153.469,508.152
704,19,152.479,508.254
705,19,151.501,508.365
706,19,150.536,508.332
707,19,149.639,508.096
708,19,148.591,507.369
709,19,147.824,506.988
710,20,80.447,22.889
711,20,79.463,22.740
712,20,78.488,22.575
713,20,77.516,22.408
714,20,76.561,22.227
715,20,75.354,21.964
716,20,74.472,21.551
717,20,73.775,21.093
718,20,73.280,20.780
719,20,72.682,20.274
720,20,72.150,19.850
721,20,71.692,19.319
722,20,71.187,18.741
723,20,70.866,18.236
724,20,70.410,17.556
725,20,69.773,16.373
726,20,69.394,15.544
727,20,69.014,14.671
728,20,68.672,13.445
729,20,68.436,12.516
730,20,68.238,11.543
731,20,68.054,10.555
732,20,67.949,9.437
733,20,67.850,8.464
734,20,67.842,7.499
735,20,67.959,6.567
736,20,68.165,5.422
737,20,68.426,4.483
738,20,68.667,3.530
739,20,68.859,2.522
740,20,68.881,1.484
741,20,68.832,0.500
742,21,100.284,467.982
743,21,99.474,468.434
744,21,98.565,468.754
745,21,97.412,468.927
746,21,96.442,469.153
747,21,95.472,469.357
748,21,94.511,469.552
749,21,93.560,469.758
750,21,92.364,469.983
751,21,91.442,470.260
752,21,90.498,470.490
753,21,89.540,470.696
754,21,88.555,470.889
755,21,87.429,470.987
756,21,86.489,470.963
757,21,85.446,470.803
758,21,84.475,470.634
759,21,83.506,470.467
760,21,82.538,470.283
761,21,81.578,470.063
762,21,80.434,469.714
763,21,79.511,469.463
764,21,78.589,469.175
765,21,77.485,468.531
766,21,76.629,468.180
767,21,75.580,468.017
768,21,74.488,468.270
769,22,203.991,223.864
770,22,203.540,224.556
771,22,202.924,225.032
772,22,202.393,225.286
773,22,201.588,225.686
774,22,200.381,226.267
775,22,199.582,226.665
776,22,198.397,227.316
777,22,197.586,227.698
778,22,196.375,228.119
779,22,195.456,228.317
780,22,194.521,228.567
781,22,193.683,228.985
782,22,193.318,229.112
783,22,192.485,229.454
784,22,191.469,229.587
785,22,190.674,229.221
786,22,190.193,228.984
787,22,189.357,228.040
788,22,188.475,227.653
789,22,187.503,227.480
790,22,186.541,227.309
791,22,185.316,227.033
792,22,184.437,226.635
793,22,183.658,226.219
794,22,183.163,225.963
795,22,182.539,225.449
796,22,181.924,224.952
797,22,181.442,224.587
798,22,180.335,223.941
799,22,179.465,223.619
800,22,178.536,223.361
801,22,177.596,223.129
802,22,176.439,222.859
803,22,175.484,222.668
804,22,174.498,222.578
805,22,173.499,222.558
806,22,172.499,222.516
807,22,171.506,222.440
808,22,170.521,222.344
809,22,169.562,222.207
810,22,168.657,221.957
811,22,167.507,221.485
812,22,166.676,221.089
813,22,166.294,220.846
814,22,165.509,220.482
815,22,164.593,220.199
816,22,163.567,220.025
817,22,162.452,219.990
818,22,161.480,220.091
819,22,160.469,220.231
820,22,159.497,220.222
821,22,158.544,220.087
822,22,157.430,219.757
823,22,156.497,219.509
824,22,155.552,219.281
825,22,154.580,219.041
826,22,153.528,218.437
827,22,152.738,217.929
828,23,391.408,159.380
829,23,390.603,159.776
830,23,389.428,160.174
831,23,388.491,160.443
832,23,387.510,160.611
833,23,386.494,160.684
834,23,385.481,160.617
835,23,384.518,160.429
836,23,383.612,160.158
837,23,382.405,159.729
838,23,381.572,159.345
839,23,380.369,158.753
840,23,379.537,158.408
841,23,378.305,158.023
842,23,377.503,157.987
843,23,376.504,158.024
844,23,375.501,158.025
845,23,374.515,158.166
846,23,373.513,158.214
847,23,372.508,158.229
848,23,371.507,158.234
849,23,370.509,158.220
850,23,369.521,158.182
851,23,368.545,158.110
852,23,367.451,158.012
853,23,366.526,157.768
854,23,365.588,157.552
855,24,245.509,264.540
856,24,244.521,264.417
857,24,243.601,264.131
858,24,242.417,263.791
859,24,241.477,263.597
860,24,240.519,263.409
861,24,239.563,263.209
862,24,238.629,263.000
863,24,237.444,262.784
864,24,236.484,262.568
865,24,235.529,262.361
866,24,234.575,262.103
867,24,233.497,261.508
868,24,232.654,261.111
869,24,231.562,260.391
870,24,231.133,259.898
871,24,230.447,259.576
872,24,229.517,259.455
873,24,228.479,259.735
874,24,227.488,259.966
875,24,226.459,259.824
876,25,170.430,418.899
877,25,169.495,418.596
878,25,168.500,418.505
879,25,167.508,418.556
880,25,166.537,418.665
881,25,165.610,418.829
882,25,164.414,419.203
883,25,163.501,419.502
884,25,162.599,419.802
885,25,161.414,420.151
886,25,160.488,420.401
887,25,159.500,420.520
888,25,158.499,420.523
889,25,157.500,420.497
890,25,156.500,420.500
891,25,155.501,420.524
892,25,154.502,420.553
893,25,153.504,420.592
894,25,152.512,420.665
895,25,151.519,420.756
896,25,150.507,420.820
897,25,149.475,420.787
898,25,148.477,420.627
899,25,147.507,420.461
900,25,146.524,420.318
901,25,145.546,420.151
902,25,144.592,419.906
903,25,143.546,419.385
904,25,142.670,419.007
905,25,141.682,418.154
906,25,141.490,417.512
907,25,140.611,417.304
908,25,139.696,417.004
909,25,138.533,416.420
910,25,137.591,416.153
911,25,136.529,415.984
912,26,178.909,498.027
913,26,178.452,498.436
914,26,177.719,498.695
915,26,177.317,499.310
916,26,177.144,499.926
917,26,176.434,500.384
918,26,175.381,500.990
919,26,174.447,501.210
920,26,173.478,501.399
921,26,172.518,501.562
922,26,171.412,501.982
923,26,170.452,502.249
924,26,169.492,502.465
925,26,168.539,502.649
926,26,167.610,502.849
927,26,166.367,503.181
928,26,165.535,503.569
929,26,164.739,504.008
930,26,164.375,504.429
931,26,163.945,505.183
932,26,163.699,505.614
933,26,163.213,506.463
934,27,357.399,118.411
935,27,357.364,119.257
936,27,356.457,120.272
937,27,355.503,120.519
938,27,354.522,120.653
939,27,353.547,120.733
940,27,352.440,120.940
941,27,351.431,121.170
942,27,350.480,121.418
943,27,349.527,121.639
944,27,348.527,121.798
945,27,347.499,121.860
946,27,346.472,121.812
947,27,345.471,121.670
948,27,344.507,121.467
949,27,343.562,121.232
950,27,342.621,120.958
951,27,341.448,120.718
952,27,340.497,120.515
953,27,339.520,120.354
954,27,338.523,120.240
955,27,337.525,120.151
956,27,336.530,120.042
957,27,335.415,119.842
958,27,334.466,119.626
959,27,333.541,119.355
960,27,332.621,119.002
961,27,331.604,118.235
962,27,330.522,118.328
963,27,329.502,118.580
964,27,328.500,118.540
965,28,155.254,374.295
966,28,155.447,375.396
967,28,154.575,375.600
968,28,153.893,375.907
969,28,153.484,376.469
970,28,152.344,377.106
971,28,151.498,377.497
972,28,150.692,377.920
973,28,150.298,378.042
974,28,149.461,378.388
975,28,148.559,378.684
976,28,147.345,379.066
977,28,146.469,379.421
978,28,145.576,379.739
979,28,144.395,380.026
980,28,143.472,380.216
981,28,142.504,380.340
982,28,141.519,380.340
983,28,140.529,380.239
984,28,139.521,380.159
985,28,138.516,380.128
986,28,137.530,380.094
987,28,136.448,380.057
988,28,135.450,379.905
989,28,134.470,379.765
990,28,133.486,379.659
991,28,132.495,379.595
992,28,131.499,379.578
993,28,130.503,379.612
994,28,129.515,379.700
995,28,128.537,379.847
996,28,127.558,380.079
997,28,126.451,380.107
998,28,125.486,380.165
999,28,124.509,380.162
1000,28,123.533,380.115
1001,28,122.573,380.008
1002,28,121.429,379.737
1003,28,120.511,379.458
1004,28,119.569,379.249
1005,28,118.675,379.027
1006,28,117.601,378.298
1007,28,116.689,378.075
1008,28,116.494,377.311
1009,29,50.549,18.487
1010,29,50.278,17.596
1011,29,49.754,16.390
1012,29,49.334,15.605
1013,29,48.909,15.004
1014,29,48.588,14.425
1015,29,48.263,13.816
1016,29,47.371,12.858
1017,29,46.506,12.484
1018,29,45.583,12.170
1019,29,44.579,11.940
1020,29,43.569,11.371
1021,29,42.790,10.956
1022,29,42.375,10.735
1023,29,41.596,10.320
1024,29,40.817,9.905
1025,29,40.502,9.388
1026,30,171.302,483.007
1027,30,170.491,483.455
1028,30,169.503,483.603
1029,30,168.496,483.591
1030,30,167.498,483.528
1031,30,166.508,483.433
1032,30,165.534,483.290
1033,30,164.264,483.084
1034,30,163.429,482.689
1035,30,162.552,482.358
1036,30,161.410,481.972
1037,30,160.472,481.672
1038,30,159.500,481.499
1039,30,158.515,481.379
1040,30,157.526,481.273
1041,30,156.542,481.155
1042,30,155.571,480.989
1043,30,154.433,480.775
1044,30,153.486,480.560
1045,30,152.516,480.403
1046,30,151.510,480.354
1047,31,371.467,445.399
1048,31,370.503,445.975
1049,31,369.523,446.038
1050,31,368.411,446.013
1051,31,367.415,445.783
1052,31,366.505,445.488
1053,31,365.702,445.070
1054,31,365.297,444.886
1055,31,364.524,444.460
1056,31,363.853,444.007
1057,31,363.386,443.755
1058,31,362.555,443.369
1059,31,361.403,442.978
1060,31,360.449,442.771
1061,31,359.484,442.574
1062,31,358.537,442.348
1063,31,357.594,442.085
1064,31,356.428,441.883
1065,31,355.467,441.728
1066,31,354.487,441.608
1067,31,353.500,441.496
1068,31,352.513,441.379
1069,31,351.521,441.260
1070,31,350.539,441.124
1071,31,349.590,440.951
1072,31,348.432,440.754
1073,31,347.510,440.471
1074,31,346.676,440.089
1075,31,346.292,439.917
1076,31,345.495,439.509
1077,31,344.746,439.082
1078,31,344.358,438.883
1079,31,343.488,438.533
1080,31,342.577,438.212
1081,31,341.576,437.943
1082,31,340.446,437.866
1083,31,339.462,437.721
1084,31,338.490,437.560
1085,31,337.500,437.489
1086,31,336.503,437.548
1087,31,335.512,437.644
1088,31,334.518,437.737
1089,31,333.512,437.801
1090,31,332.494,437.809
1091,31,331.488,437.827
1092,31,330.524,438.562
1093,31,329.750,439.049
1094,31,329.356,439.194
1095,31,328.513,439.535
1096,31,327.585,439.821
1097,31,326.570,440.027
1098,31,325.446,440.130
1099,31,324.469,440.242
1100,31,323.489,440.318
1101,31,322.513,440.297
1102,31,321.555,440.168
1103,31,320.621,439.958
1104,31,319.449,439.708
1105,31,318.501,439.495
1106,31,317.519,439.350
1107,31,316.554,439.192
1108,31,315.642,438.931
1109,31,314.464,438.629
1110,31,313.533,438.378
1111,31,312.609,438.093
1112,31,311.520,437.965
1113,31,310.482,437.580
1114,32,511.500,272.932
1115,32,510.403,272.973
1116,32,509.428,273.282
1117,32,508.557,273.634
1118,32,507.763,274.059
1119,32,507.349,274.223
1120,32,506.594,274.659
1121,32,505.418,275.360
1122,32,504.667,275.807
1123,32,504.224,275.967
1124,32,503.438,276.345
1125,32,502.536,276.621
1126,32,501.576,276.864
1127,32,500.401,277.106
1128,32,499.463,277.183
1129,32,498.526,277.120
1130,32,497.401,276.941
1131,32,496.453,276.648
1132,32,495.556,276.359
1133,32,494.377,275.921
1134,32,493.463,275.592
1135,32,492.621,275.232
1136,32,491.422,274.650
1137,32,490.652,274.228
1138,32,490.214,274.055
1139,32,489.447,273.610
1140,32,488.580,273.266
1141,32,487.376,272.948
1142,32,486.451,272.748
1143,32,485.488,272.575
1144,32,484.505,272.447
1145,32,483.498,272.476
1146,32,482.542,272.700
1147,32,481.358,273.073
1148,32,480.447,273.249
1149,32,479.494,273.359
1150,32,478.530,273.305
1151,32,477.569,273.111
